,name,website,phone,googlemaps_link,category,zone
399,Limp Ar,limpar.com.ar,0,"https://www.google.com/maps/place/Limp+Ar/@-32.9189294,-61.3893667,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ace34cc4c785:0x63a0b1101762618c!8m2!3d-32.9728853!4d-60.716707!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARBjb3Jwb3JhdGVfb2ZmaWNl4AEA!16s%2Fg%2F11c542bdt0?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
402,Industrias Litoral,industriaslitoral.com.ar,03414322424,"https://www.google.com/maps/place/Industrias+Litoral/@-32.9327238,-61.238097,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ac7f6f24460d:0x9055adfdff436cac!8m2!3d-32.9767597!4d-60.6757029!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARpjbGVhbmluZ19wcm9kdWN0c19zdXBwbGllcuABAA!16s%2Fg%2F1th88991?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
406,Sol Servicios,solservicios.com.ar,03424608240,"https://www.google.com/maps/place/Sol+Servicios/@-32.1703242,-63.042118,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b5a9e6fd2598f9:0xd41427d1389350e6!8m2!3d-31.618858!4d-60.694939!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARBjbGVhbmluZ19zZXJ2aWNl4AEA!16s%2Fg%2F1vljhj18?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
417,Caysa SRL - Servicio Integral de Limpieza,caysa-srl.com,03414821790,"https://www.google.com/maps/place/Caysa+SRL+-+Servicio+Integral+de+Limpieza/@-32.9638893,-61.2089267,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab0dbf395271:0x737399b60ba0fb2e!8m2!3d-32.9573959!4d-60.647546!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SAQhjbGVhbmVyc-ABAA!16s%2Fg%2F11bbrm165n?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
430,Clean Shop,cleanshop.ar,03412295121,"https://www.google.com/maps/place/Clean+Shop/@-32.9399603,-61.3089982,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab6a3956be39:0xec3b54868b4ee53e!8m2!3d-32.951691!4d-60.6525969!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARpjbGVhbmluZ19wcm9kdWN0c19zdXBwbGllcuABAA!16s%2Fg%2F11qr1p543d?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
431,Santa Fe Limpieza,santafelimpieza.com.ar,03424580505,"https://www.google.com/maps/place/Santa+Fe+Limpieza/@-32.9399603,-61.3089982,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b5a9aef62b5741:0xaf81c3a7eaf91611!8m2!3d-31.6504309!4d-60.7134296!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARJqYW5pdG9yaWFsX3NlcnZpY2XgAQA!16s%2Fg%2F11c1wzyr3m?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
437,Gentile Electrodomésticos,gentilehogar.com.ar,03414211060,"https://www.google.com/maps/place/Gentile+Electrodom%C3%A9sticos/@-32.9347286,-61.2475966,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab13cc625849:0x67c3951cc7d80486!8m2!3d-32.9529043!4d-60.646986!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEPYXBwbGlhbmNlX3N0b3JlmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJ4ZGxCRFdEbG5SUkFC4AEA!16s%2Fg%2F11b6j5h_wy?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
439,Rosario Service Group,rsgservicios.com.ar,03415403234,"https://www.google.com/maps/place/Rosario+Service+Group/@-32.9347286,-61.2475966,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x1abc17049ab037b:0x6e292ed5e2e64d79!8m2!3d-32.9522093!4d-60.6966395!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW-SARJqYW5pdG9yaWFsX3NlcnZpY2XgAQA!16s%2Fg%2F11y2htk26_?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
441,Lavandería Automática,gurugo.com.ar,03414240705,"https://www.google.com/maps/place/Lavander%C3%ADa+Autom%C3%A1tica/@-32.9347286,-61.2475966,10z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Santa+Fe+Rosario!3m6!1s0x95b7ab146bdf197d:0xdb4abde40458dde9!8m2!3d-32.949615!4d-60.647741!15sCjBMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIFNhbnRhIEZlIFJvc2FyaW9aMiIwbGltcGllemEgZGVsIGhvZ2FyIGVuIHByb3ZpbmNpYSBzYW50YSBmZSByb3NhcmlvkgEQaG9tZV9nb29kc19zdG9yZZoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSWk1qbEVNVmxCRUFF4AEA!16s%2Fg%2F1vlk2rbk?entry=ttu",Limpieza del hogar,Provincia Santa Fe Rosario
446,El Palacio de La Limpieza,elpalaciodelalimpieza.com.ar,02234933232,"https://www.google.com/maps/place/El+Palacio+de+La+Limpieza/@-37.9991964,-57.6051222,13z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Buenos+Aires,+mar+del+plata!3m6!1s0x9584dea999d6c7a1:0xbe9413308c3783be!8m2!3d-37.9984884!4d-57.5555936!15sCjtMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIEJ1ZW5vcyBBaXJlcywgbWFyIGRlbCBwbGF0YVo8IjpsaW1waWV6YSBkZWwgaG9nYXIgZW4gcHJvdmluY2lhIGJ1ZW5vcyBhaXJlcyBtYXIgZGVsIHBsYXRhkgEQaG9tZV9nb29kc19zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VNNGJUaGxPR3AzUlJBQuABAA!16s%2Fg%2F1tj92qp6?entry=ttu",Limpieza del hogar,"Provincia Buenos Aires, mar del plata"
449,Química Dem,quimicadem.com.ar,02234702573,"https://www.google.com/maps/place/Qu%C3%ADmica+Dem/@-38.0252413,-57.6404874,13z/data=!4m10!1m2!2m1!1sLimpieza+del+hogar+en+Provincia+Buenos+Aires,+mar+del+plata!3m6!1s0x9584d91b17e8ef4b:0x7082b9da49890dbf!8m2!3d-37.9763425!4d-57.5908785!15sCjtMaW1waWV6YSBkZWwgaG9nYXIgZW4gUHJvdmluY2lhIEJ1ZW5vcyBBaXJlcywgbWFyIGRlbCBwbGF0YVo8IjpsaW1waWV6YSBkZWwgaG9nYXIgZW4gcHJvdmluY2lhIGJ1ZW5vcyBhaXJlcyBtYXIgZGVsIHBsYXRhkgEQaG9tZV9nb29kc19zdG9yZZoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VSRGRtUjFTVGhuUlJBQuABAA!16s%2Fg%2F11ckr_cl6l?entry=ttu",Limpieza del hogar,"Provincia Buenos Aires, mar del plata"
