name,website,reviews_score,reviews_amount,phone,googlemaps_link,category,zone
Agundez Jorge A,,3.0,2,,"https://www.google.com/maps/place/Agundez+Jorge+A/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bff00be1421:0x729faaa437d47dff!8m2!3d-33.3081154!4d-66.3345572!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tj7xl2m?entry=ttu",Abogado,san luis
Penna Pedro,,,,,"https://www.google.com/maps/place/Penna+Pedro/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4395526a3e395:0x82627e670f59f829!8m2!3d-33.3027507!4d-66.3330812!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tdp6739?entry=ttu",Abogado,san luis
Estudio Jurídico Taurant  Martín,,,,,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+Taurant+%26+Mart%C3%ADn/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439529332bcf7:0x9481270f815b5c90!8m2!3d-33.2959618!4d-66.3337467!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1hc7bx0m6?entry=ttu",Abogado,san luis
Estudio Juridico Notarial Barbero Borgatello,,,,2664544835,"https://www.google.com/maps/place/Estudio+Juridico+Notarial+Barbero+Borgatello/@-33.3003949,-66.375311,14z/data=!3m1!5s0x95d43bffac2f83c3:0xb498346c5099d795!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b88408095d3:0xc88db2442c7ded96!8m2!3d-33.307666!4d-66.3346505!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11s1yjff41?entry=ttu",Abogado,san luis
Iannizzotto Nestor,,,,,"https://www.google.com/maps/place/Iannizzotto+Nestor/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bffacf49833:0xcbd2bf49b7818849!8m2!3d-33.3076631!4d-66.3346481!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1vnrm6b4?entry=ttu",Abogado,san luis
De la Mota - Estudio Juridico,,,,,"https://www.google.com/maps/place/De+la+Mota+-+Estudio+Juridico/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439515696bf81:0xfe67b26008ad2726!8m2!3d-33.3004521!4d-66.33809!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tcxfdgr?entry=ttu",Abogado,san luis
Estudio del Dr Ipiña,,,,,"https://www.google.com/maps/place/Estudio+del+Dr+Ipi%C3%B1a/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43955cff309db:0xc8076f8d0a3be0ac!8m2!3d-33.3037636!4d-66.337211!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tgc0zt3?entry=ttu",Abogado,san luis
Cappiello Marcelo Manuel,,,,,"https://www.google.com/maps/place/Cappiello+Marcelo+Manuel/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43bfe17fb5a95:0xb6ca0e26d2bbb1f0!8m2!3d-33.3063842!4d-66.3361931!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tf7yx_t?entry=ttu",Abogado,san luis
CG Estudio Juridico,,5.0,1,,"https://www.google.com/maps/place/C%26G+Estudio+Juridico/@-33.3003949,-66.375311,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43eab4f671367:0xb1a34dd341308d0!8m2!3d-33.3002273!4d-66.3314755!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11csqrbcyl?entry=ttu",Abogado,san luis
Estudio Jurídico e Inmobiliario Serrano,,,,2664570860,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico+e+Inmobiliario+Serrano/@-33.3002273,-66.3675244,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439736418f429:0x5fe9b5a2f57a2fc5!8m2!3d-33.3043065!4d-66.3385866!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEVZW1wbG95bWVudF9jb25zdWx0YW504AEA!16s%2Fg%2F11gyyxnxn1?entry=ttu",Abogado,san luis
Estudio Juridico Dr. Lucero Juan Carlos,,,,,"https://www.google.com/maps/place/Estudio+Juridico+Dr.+Lucero+Juan+Carlos/@-33.3002273,-66.3675244,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43eaa9291872d:0x7727aae7e664f16d!8m2!3d-33.3032668!4d-66.330975!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1vpq82b4?entry=ttu",Abogado,san luis
Sarmiento Carlos A,,,,,"https://www.google.com/maps/place/Sarmiento+Carlos+A/@-33.3002273,-66.3675244,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439561d7a8e13:0x4d2baa9ce7e5faae!8m2!3d-33.3061163!4d-66.3388101!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F1tj349zt?entry=ttu",Abogado,san luis
Estudio Escudero Gauna,,,,,"https://www.google.com/maps/place/Estudio+Escudero+Gauna/@-33.3061163,-66.374859,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b2a156748cd:0x46febd6e39f6a413!8m2!3d-33.3060353!4d-66.335047!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEGbGF3eWVy4AEA!16s%2Fg%2F11pd7g2brb?entry=ttu",Abogado,san luis
Estudio Jurídico,,,,,"https://www.google.com/maps/place/Estudio+Jur%C3%ADdico/@-33.3061163,-66.374859,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43f02f18c3e25:0xa5400d498ed7b078!8m2!3d-33.2890121!4d-66.3292902!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEZZ2VuZXJhbF9wcmFjdGljZV9hdHRvcm5leeABAA!16s%2Fg%2F11fm3w7l9w?entry=ttu",Abogado,san luis
Escribanía Cangiano,,1.0,6,2665025698,"https://www.google.com/maps/place/Escriban%C3%ADa+Cangiano/@-33.2890121,-66.3653391,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4397abb4487ef:0x1facfdfd83b8b4bf!8m2!3d-33.3063151!4d-66.3392245!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzWhUiE2Fib2dhZG8gZW4gc2FuIGx1aXOSAQ1ub3RhcnlfcHVibGljmgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJsY1RWNlREaEJSUkFC4AEA!16s%2Fg%2F11gtg79ktw?entry=ttu",Abogado,san luis
ESTUDIO CONTABLE - JURÍDICO Y CONCURSAL DI CHIARA Y ASOCIADOS,,,,2664428534,"https://www.google.com/maps/place/ESTUDIO+CONTABLE+-+JUR%C3%8DDICO+Y+CONCURSAL+DI+CHIARA+Y+ASOCIADOS/@-33.3063151,-66.3752734,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d4395638c11547:0xb44ce69492467437!8m2!3d-33.3053192!4d-66.3397063!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgERYWNjb3VudGluZ19zY2hvb2zgAQA!16s%2Fg%2F11bbrpzg6f?entry=ttu",Abogado,san luis
Scanferlato grupo inmobiliario,,,,,"https://www.google.com/maps/place/Scanferlato+grupo+inmobiliario/@-33.3063151,-66.3752734,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d439555c1e64bb:0xeacc4e8c77642271!8m2!3d-33.3026851!4d-66.3391077!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEUcmVhbF9lc3RhdGVfYXR0b3JuZXngAQA!16s%2Fg%2F11q3sr5mk6?entry=ttu",Abogado,san luis
Procurador General,justiciasanluis.gov.ar,,,2664422688,"https://www.google.com/maps/place/Procurador+General/@-33.3063151,-66.3752734,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b78c671ea0f:0xec418d5a05cd092a!8m2!3d-33.3066465!4d-66.335398!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgERZGlzdHJpY3RfYXR0b3JuZXngAQA!16s%2Fg%2F11pqy6twcr?entry=ttu",Abogado,san luis
Defensoría de Cámara,justiciasanluis.gov.ar,,,2664444697,"https://www.google.com/maps/place/Defensor%C3%ADa+de+C%C3%A1mara/@-33.3063151,-66.3752734,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b5fd6b41f89:0xfa52b78be8eee07!8m2!3d-33.3075015!4d-66.3345056!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgENY2l2aWxfZGVmZW5jZeABAA!16s%2Fg%2F11r8gp0127?entry=ttu",Abogado,san luis
Fiscal de Cámara N° 1,justiciasanluis.gov.ar,5.0,1,2664427458,"https://www.google.com/maps/place/Fiscal+de+C%C3%A1mara+N%C2%B0+1/@-33.3063151,-66.3752734,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43b9820813fff:0x8f1b3599e92601a7!8m2!3d-33.3075015!4d-66.3345056!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgERZGlzdHJpY3RfYXR0b3JuZXngAQA!16s%2Fg%2F11r8gmmy2l?entry=ttu",Abogado,san luis
ESTUDIO JURIDICO CALDERON SALOMON,,4.0,2,2664334578,"https://www.google.com/maps/place/ESTUDIO+JURIDICO+CALDERON+SALOMON/@-33.3063151,-66.3752734,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43fa65002498b:0x9f0fff4649ae2049!8m2!3d-33.3010587!4d-66.3277801!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEQY29ycG9yYXRlX29mZmljZeABAA!16s%2Fg%2F11h3kzhstc?entry=ttu",Abogado,san luis
Alicia Fer,,,,,"https://www.google.com/maps/place/Alicia+Fer/@-33.3010587,-66.363829,14z/data=!4m10!1m2!2m1!1sAbogado+en+san+luis!3m6!1s0x95d43dd6812270b5:0xdaf5df43f719e795!8m2!3d-33.3220556!4d-66.3114766!15sChNBYm9nYWRvIGVuIHNhbiBsdWlzkgEXcHVibGljX2RlZmVuZGVyc19vZmZpY2XgAQA!16s%2Fg%2F11qp7qv0lr?entry=ttu",Abogado,san luis
Renault Servicios,,3.8,26,2664420903,"https://www.google.com/maps/place/Renault+Servicios/@-33.3010553,-66.363829,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eb25fe7458d:0x960ede87b0ea427f!8m2!3d-33.2922879!4d-66.3303331!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgERYXV0b19tYWNoaW5lX3Nob3DgAQA!16s%2Fg%2F11b5wmh1k6?entry=ttu",Concesionario de automÃ³viles,san luis
Autoferia by Lorenzo - San Luis,autoferialorenzo.com,4.8,9,2664408277,"https://www.google.com/maps/place/Autoferia+by+Lorenzo+-+San+Luis/@-33.3010553,-66.363829,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439497ff3c0fb:0x4b079c5759cfa52d!8m2!3d-33.2934194!4d-66.3428744!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIwY2pjdFYzcEJSUkFC4AEA!16s%2Fg%2F11stp8zf_z?entry=ttu",Concesionario de automÃ³viles,san luis
Familia Parra - Concesionario Oficial Fiat San Luis,parrafiat.com.ar,4.0,577,2664445925,"https://www.google.com/maps/place/Familia+Parra+-+Concesionario+Oficial+Fiat+San+Luis/@-33.2934194,-66.3789233,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eada38fb9cd:0x45d4324f79a7aaa7!8m2!3d-33.2933741!4d-66.3416828!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU0wTW1aeGMwWkJFQUXgAQA!16s%2Fg%2F1th0cmwq?entry=ttu",Concesionario de automÃ³viles,san luis
Expo Usados de San Luis,expousados.com.ar,4.3,22,2665018102,"https://www.google.com/maps/place/Expo+Usados+de+San+Luis/@-33.2934194,-66.3789233,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43f17b63de1d5:0x449454710d3ab3d1!8m2!3d-33.294516!4d-66.2957451!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVy4AEA!16s%2Fg%2F11f6b0lc9n?entry=ttu",Concesionario de automÃ³viles,san luis
Concesionario Oficial Autocity Usados San Luis,autocity.com.ar,4.9,35,,"https://www.google.com/maps/place/Concesionario+Oficial+Autocity+Usados+San+Luis/@-33.294516,-66.331794,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439a0940ff717:0x54fc253f74159de!8m2!3d-33.292552!4d-66.3414355!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJhZWxCVVgwNW5FQUXgAQA!16s%2Fg%2F11t5m42j8n?entry=ttu",Concesionario de automÃ³viles,san luis
DE-AUTOS,ginoledesma2016.wixsite.com,3.9,17,2664577198,"https://www.google.com/maps/place/DE-AUTOS/@-33.292552,-66.3774844,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43ea8dbf3aa6b:0x14fa0d45033736d4!8m2!3d-33.2988435!4d-66.3230552!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQ91c2VkX2Nhcl9kZWFsZXLgAQA!16s%2Fg%2F11hbv70sy8?entry=ttu",Concesionario de automÃ³viles,san luis
Ford - Martin Autos,martinautos.com.ar,4.2,521,2664440059,"https://www.google.com/maps/place/Ford+-+Martin+Autos/@-33.2988435,-66.3591041,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eb2c95ac847:0xf372cde8ea15a7ee!8m2!3d-33.2925442!4d-66.3338401!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU53TFdWaVNuQm5SUkFC4AEA!16s%2Fg%2F1tdm4y2t?entry=ttu",Concesionario de automÃ³viles,san luis
Yuvel Automotores,,4.8,24,2664687553,"https://www.google.com/maps/place/Yuvel+Automotores/@-33.2925442,-66.369889,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d4394f753b316f:0x198a20a693ca0201!8m2!3d-33.2938842!4d-66.3423724!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVy4AEA!16s%2Fg%2F1tg36d_k?entry=ttu",Concesionario de automÃ³viles,san luis
VCARS,,4.8,19,2664192290,"https://www.google.com/maps/place/VCARS/@-33.304379,-66.3664345,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d4394dc90da955:0xdff4e874666908f5!8m2!3d-33.304379!4d-66.3303856!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVU14T1hOUVZUaEJSUkFC4AEA!16s%2Fg%2F11c547bc8t?entry=ttu",Concesionario de automÃ³viles,san luis
Yango Automotores,,3.8,21,,"https://www.google.com/maps/place/Yango+Automotores/@-33.304379,-66.3664345,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43959ad26b77d:0xc2fc7dcdc8231176!8m2!3d-33.2785764!4d-66.3212411!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU41ZEdKWFdWRjNFQUXgAQA!16s%2Fg%2F1tg82nmj?entry=ttu",Concesionario de automÃ³viles,san luis
Ceschini Centro De Vehiculos,,4.7,28,2664700511,"https://www.google.com/maps/place/Ceschini+Centro+De+Vehiculos/@-33.2785764,-66.35729,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43d43812ea0bf:0xc03698d55d60862f!8m2!3d-33.2809797!4d-66.3312509!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVU5OTkRSTE5WRm5FQUXgAQA!16s%2Fg%2F11h893k1xz?entry=ttu",Concesionario de automÃ³viles,san luis
Daniel Castillo Automotores,,4.3,96,2664009842,"https://www.google.com/maps/place/Daniel+Castillo+Automotores/@-33.2809797,-66.3672998,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43eba2050d52d:0xf790fcd37a918dae!8m2!3d-33.2964277!4d-66.2833777!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVJLYUc5WWIyMVJSUkFC4AEA!16s%2Fg%2F11cp5r8s5w?entry=ttu",Concesionario de automÃ³viles,san luis
Stilo Automotores,,1.0,1,,"https://www.google.com/maps/place/Stilo+Automotores/@-33.2964277,-66.3194266,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43944b80bbc7b:0xba4c52e5802f47ac!8m2!3d-33.296863!4d-66.348307!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEUbW90b3JfdmVoaWNsZV9kZWFsZXLgAQA!16s%2Fg%2F11hyl4m6n3?entry=ttu",Concesionario de automÃ³viles,san luis
CN MULTIMARCAS,,4.5,12,2664308766,"https://www.google.com/maps/place/CN+MULTIMARCAS/@-33.2902699,-66.3592935,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43f14fcc8c4bf:0x1247d167e19cf2fc!8m2!3d-33.2902699!4d-66.3232446!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgEKY2FyX2RlYWxlcuABAA!16s%2Fg%2F11rwqvtkf_?entry=ttu",Concesionario de automÃ³viles,san luis
Autos Mediterraneos,autosmediterraneos.com.ar,3.9,530,2664452400,"https://www.google.com/maps/place/Autos+Mediterraneos/@-33.2902699,-66.3592935,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43e82aa54f05f:0xec359b1e28f4146f!8m2!3d-33.297199!4d-66.295764!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSARF2b2xrc3dhZ2VuX2RlYWxlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOMWJtTnhjak5CUlJBQuABAA!16s%2Fg%2F1hc4dlrz8?entry=ttu",Concesionario de automÃ³viles,san luis
Automotores Puente Blanco,,4.6,12,2664384106,"https://www.google.com/maps/place/Automotores+Puente+Blanco/@-33.2947851,-66.3483176,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43f95d06bf241:0x8e1268fb004bf322!8m2!3d-33.2947851!4d-66.3122687!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVy4AEA!16s%2Fg%2F11h_6k77c8?entry=ttu",Concesionario de automÃ³viles,san luis
PARIS Peugeot - San Luis,parispeugeot.com.ar,4.1,550,2664303957,"https://www.google.com/maps/place/PARIS+Peugeot+-+San+Luis/@-33.2960141,-66.3340406,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43e9d19c46cfd:0xe7b01cba06353b4a!8m2!3d-33.2960141!4d-66.2979917!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQ5wZXVnZW90X2RlYWxlcpoBJENoZERTVWhOTUc5blMwVkpRMEZuU1VOTGF6Wk1TV2RuUlJBQuABAA!16s%2Fg%2F11b7lnn2l5?entry=ttu",Concesionario de automÃ³viles,san luis
Autoferia by Lorenzo - San Luis,autoferialorenzo.com,4.8,9,2664408277,"https://www.google.com/maps/place/Autoferia+by+Lorenzo+-+San+Luis/@-33.2934194,-66.3789233,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d439497ff3c0fb:0x4b079c5759cfa52d!8m2!3d-33.2934194!4d-66.3428744!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEkQ2hkRFNVaE5NRzluUzBWSlEwRm5TVVIwY2pjdFYzcEJSUkFC4AEA!16s%2Fg%2F11stp8zf_z?entry=ttu",Concesionario de automÃ³viles,san luis
Autos MEDITERRÁNEOS,autosmediterraneos.com.ar,,,,"https://www.google.com/maps/place/Autos+MEDITERR%C3%81NEOS/@-33.3085631,-66.3606723,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43d17d22cab4b:0x78295e06d6e7a4fe!8m2!3d-33.3085631!4d-66.3246234!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzkgERdm9sa3N3YWdlbl9kZWFsZXLgAQA!16s%2Fg%2F11h5v_9vl3?entry=ttu",Concesionario de automÃ³viles,san luis
Yango automotores,,4.2,45,2664427190,"https://www.google.com/maps/place/Yango+automotores/@-33.3085631,-66.3606723,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43e9c97b57dcb:0x91d9f3cfa5a14f59!8m2!3d-33.2937967!4d-66.2979686!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQpjYXJfZGVhbGVymgEjQ2haRFNVaE5NRzluUzBWSlEwRm5TVVJDTjNKRFIyRjNFQUXgAQA!16s%2Fg%2F11f0422ly9?entry=ttu",Concesionario de automÃ³viles,san luis
Automotores Norte,,4.7,26,2664444016,"https://www.google.com/maps/place/Automotores+Norte/@-33.2937967,-66.3340175,14z/data=!4m11!1m3!2m2!1sConcesionario+de+autom%C3%83%C2%B3viles+en+san+luis!6e6!3m6!1s0x95d43ec7a9759159:0x5ca7cf818980430a!8m2!3d-33.2785042!4d-66.317238!15sCitDb25jZXNpb25hcmlvIGRlIGF1dG9tw4PCs3ZpbGVzIGVuIHNhbiBsdWlzWi0iK2NvbmNlc2lvbmFyaW8gZGUgYXV0b23Do8KzdmlsZXMgZW4gc2FuIGx1aXOSAQthdXRvX2Jyb2tlcpoBI0NoWkRTVWhOTUc5blMwVkpRMEZuU1VSRGNtOUxZbUozRUFF4AEA!16s%2Fg%2F11gdrvq65m?entry=ttu",Concesionario de automÃ³viles,san luis
